id,acronym,name,organization,organization_group,event_type,topics,categories,location,mode,edition,indexing,event_start,event_end,abstract_due,paper_due,notification,camera_ready,first_deadline,first_gate,deadline_timezone,confidence,source_basis,source_url,previous_cycle_edition,previous_cycle_closed
fse-industry-2027,FSE Industry,FSE 2027 Industry Papers,ACM,ACM,Academic conference,Software engineering (industry),Software engineering,"Shenzhen, China",In person,2027,"ACM DL, DBLP, Scopus",2027-07-12,2027-07-16,,2027-01-23,2027-03-20,2027-04-03,2027-01-23,Paper,See source,verified,Primary venue page,https://conf.researchr.org/track/fse-2027/fse-2027-industry-papers,,
pearc-pearc27,PEARC,Practice and Experience in Advanced Research Computing,ACM,ACM,Academic conference,HPC operations,Systems & cloud,"Raleigh, NC, USA",In person,PEARC27,"ACM DL, DBLP, Scopus",2027-07-11,2027-07-15,,2027-01-25,,,2027-01-25,Paper,See source,announced,Published via a secondary index,https://pearc.acm.org/pearc27/,,
hpdc-2027,HPDC,ACM International Symposium on High-Performance Parallel and Distributed Computing,ACM,ACM,Academic conference,HPC,Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,2027-01-28,2027-02-04,,,2027-01-28,Abstract,See source,projected,Historical cadence projection,https://www.hpdc.org/,,
sigcomm-2027,SIGCOMM,ACM SIGCOMM Conference,ACM,ACM,Academic conference,Networked Systems,Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-01-28,,,2027-01-28,Paper,See source,projected,Historical cadence projection,https://www.sigcomm.org/events/sigcomm-conference,,
dais-27th-2027,DAIS,IFIP International Conference on Distributed Applications and Interoperable Systems (part of DisCoTec),Springer LNCS (IFIP),Springer,Academic conference,Distributed systems,Systems & cloud,TBA,TBA,"27th, 2027",Scopus/DBLP,,,2027-01-29,2027-02-05,,,2027-01-29,Abstract,See source,projected,Historical cadence projection,https://www.discotec.org/2026/dates,,
mdm-2027-28th,MDM,IEEE International Conference on Mobile Data Management,IEEE,IEEE,Academic conference,"Data management (mobile, spatial, streaming)",Data & databases,"Hamilton, New Zealand",In person,2027 (28th),"IEEE Xplore, Scopus, DBLP, EI",2027-06-28,2027-07-01,2027-01-30,2027-01-30,,,2027-01-30,Abstract,See source,projected,Historical cadence projection,https://mdm2027.github.io/,,
papoc-2027,PaPoC,Workshop on Principles and Practice of Consistency for Distributed Data (at EuroSys 2027),ACM,ACM,Academic conference,Distributed systems|databases,Data & databases|Systems & cloud,"Rabat, Morocco",In person,2027,DBLP,2027-04-19,2027-04-19,,2027-01-30,,,2027-01-30,Paper,See source,projected,Historical cadence projection,https://papoc-workshop.github.io/2026/cfp.html,,
devoxx-2027,Devoxx,Devoxx,Devoxx,Other,Industry conference,Developer,Other,Various,In person,2027,,,,,2027-01-31,,,2027-01-31,Paper,See source,projected,Historical cadence projection,https://devoxx.com/,,
goto-2027,GOTO,GOTO Conferences,GOTO,Other,Industry conference,Software Architecture,Architecture & hardware,Various,In person,2027,,,,,2027-01-31,,,2027-01-31,Paper,See source,projected,Historical cadence projection,https://gotocon.com/,,
iapp-asia-2027,IAPP Asia,IAPP Asia Forum 2027,IAPP,Other,Industry conference,Privacy|AI governance,AI & machine learning|Security & privacy,Singapore,In person,2027,,,,,2027-01-31,,,2027-01-31,Paper,EST,verified,Primary venue page,https://iapp.org/conferences/speak-at-an-iapp-conference,,
compsac-2027,COMPSAC,"IEEE International Conference on Computers, Software and Applications",IEEE,IEEE,Academic conference,Software|Applications,Other,"Tokyo, Japan",In person,2027,"Scopus, IEEE Xplore, Scholar",2027-07-13,2027-07-16,,2027-01-31,,,2027-01-31,Paper,See source,verified,Primary venue page,https://ieeecompsac.computer.org/2027/,,
ms-build-2027,MS Build,Microsoft Build,Microsoft,Other,Industry conference,Developer,Other,"Seattle, WA, USA",In person,2027,,,,,2027-01-31,,,2027-01-31,Paper,See source,projected,Historical cadence projection,https://build.microsoft.com/,,
odsc-east-2027,ODSC East,Open Data Science Conference East,ODSC,Other,Industry conference,Data Science,Data & databases,"Boston, MA, USA",In person,2027,,,,,2027-01-31,,,2027-01-31,Paper,See source,projected,Historical cadence projection,https://odsc.com/,,
percona-live-2027,Percona Live,Percona Live,Percona,Other,Industry conference,Databases,Data & databases,TBA,TBA,2027,,,,,2027-01-31,,,2027-01-31,Paper,See source,projected,Historical cadence projection,https://www.percona.com/live,,
pepr-2027,PEPR,USENIX Conference on Privacy Engineering Practice and Respect,USENIX,USENIX,Academic conference,Privacy Engineering,Security & privacy,"Santa Clara, CA, USA",In person,2027,"Industry-academic, recorded",2027-06-07,2027-06-08,,2027-02-02,,,2027-02-02,Paper,See source,projected,Historical cadence projection,https://www.usenix.org/conference/pepr27,,
conf42-sre-2027,Conf42 SRE,Conf42 Site Reliability Engineering 2027,Conf42,Other,Industry conference,SRE|observability (online),Software engineering,Online,Online,2027,,2027-03-03,2027-03-04,,2027-02-04,,,2027-02-04,Paper,See source,verified,Primary venue page,https://cfp.ninja/e/conf42-sre-2027,,
sais-2027,SAIS,USENIX Conference on Secure Agentic-AI Systems,USENIX,USENIX,Academic conference,Agentic AI Security,Systems & cloud|AI & machine learning|Security & privacy,"Santa Clara, CA, USA",In person,2027,USENIX proceedings (new venue),2027-06-07,2027-06-08,,2027-02-04,2027-03-16,2027-04-20,2027-02-04,Paper,See source,verified,Primary venue page,https://www.usenix.org/conference/sais27,,
socc-2027,SoCC,ACM Symposium on Cloud Computing,ACM,ACM,Academic conference,Cloud|Systems,Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,2027-02-05,2027-02-12,,,2027-02-05,Abstract,See source,projected,Historical cadence projection,https://acmsocc.org/2026/,,
egpgv-egpgv-2027-27th,EGPGV,Eurographics Symposium on Parallel Graphics and Visualization,Eurographics Digital Library,Other,Academic conference,Parallel|HPC visualization,"Systems & cloud|Graphics, vision & XR","Stuttgart, Germany (co-located with EuroVis 2027, expected)",In person,EGPGV 2027 (27th),"DBLP, Scopus",,,2027-02-05,2027-02-12,,,2027-02-05,Abstract,See source,projected,Historical cadence projection,https://egpgv.org/,,
iccs-2027,ICCS,International Conference on Computational Science,Springer LNCS,Springer,Academic conference,Computational science|HPC,Systems & cloud,"Krakow, Poland (AGH University)",In person,2027,Scopus/DBLP/EI/CPCI,2027-07-12,2027-07-14,,2027-02-05,2027-04-05,2027-04-23,2027-02-05,Paper,See source,verified,Primary venue page,https://www.iccs-meeting.org/iccs2027/important-dates/,,
jsspp-30th-2027,JSSPP,Workshop on Job Scheduling Strategies for Parallel Processing,Springer LNCS (post-proceedings),Springer,Academic conference,HPC scheduling,Systems & cloud,TBA,TBA,"30th, 2027",Scopus/DBLP,,,,2027-02-07,,,2027-02-07,Paper,See source,projected,Historical cadence projection,https://jsspp.org/index.php?page=cfp,,
euromlsys-2027,EuroMLSys,European Workshop on Machine Learning and Systems (with EuroSys),ACM,ACM,Academic conference,ML Systems,Systems & cloud|AI & machine learning,"Rabat, Morocco",In person,2027,"DBLP, Scholar",2027-04-19,2027-04-19,,2027-02-08,,,2027-02-08,Paper,See source,projected,Historical cadence projection,https://euromlsys.eu/,,
kdd-2027,KDD,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,ACM,ACM,Academic conference,Data Mining,Data & databases,"San Jose, CA, USA",In person,2027,"Scopus, DBLP, Scholar",,,,2027-02-10,,,2027-02-10,Paper,AoE,projected,Historical cadence projection,https://kdd2027.kdd.org/,,
podc-2027,PODC,ACM Symposium on Principles of Distributed Computing,ACM,ACM,Academic conference,Distributed Theory,Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,2027-02-10,2027-02-15,,,2027-02-10,Abstract,See source,projected,Historical cadence projection,https://www.podc.org/,,
ccgrid-scale-2027-27th,CCGrid SCALE,IEEE CCGrid International Scalable Computing Challenge (SCALE 2027),IEEE,IEEE,Academic conference,Cluster|cloud|HPC,Systems & cloud,"Denton (Dallas-Fort Worth), TX, USA",In person,2027 (27th),"IEEE Xplore, Scopus, DBLP, EI",2027-05-24,2027-05-27,2027-02-10,2027-02-15,2027-03-08,2027-03-16,2027-02-10,Abstract,See source,verified,Primary venue page,https://hpcclab.org/?page_id=1871,,
data-ai-summit-2027,Data + AI Summit,Databricks Data + AI Summit,Databricks,Other,Summit,Data Platform,Data & databases|AI & machine learning,"San Francisco, CA, USA",In person,2027,,2027-06-21,2027-06-24,,2027-02-13,,,2027-02-13,Paper,See source,announced,Published via a secondary index,https://www.databricks.com/dataaisummit,,
cheops-2027,CHEOPS,Workshop on Challenges and Opportunities of Efficient and Performant Storage Systems (at EuroSys 2027),ACM,ACM,Academic conference,Storage,Systems & cloud,"Rabat, Morocco",In person,2027,DBLP,2027-04-19,2027-04-19,,2027-02-13,,,2027-02-13,Paper,See source,projected,Historical cadence projection,https://cheops-workshop.github.io/,,
debs-2027,DEBS,ACM International Conference on Distributed and Event-Based Systems,ACM,ACM,Academic conference,Streaming,Data & databases|Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-02-15,,,2027-02-15,Paper,See source,projected,Historical cadence projection,https://debs.org/,,
berlin-buzzwords-2027,Berlin Buzzwords,Berlin Buzzwords,Plain Schwarz,Other,Industry conference,Search|Data,Data & databases,"Berlin, Germany",In person,2027,,,,,2027-02-15,,,2027-02-15,Paper,See source,projected,Historical cadence projection,https://berlinbuzzwords.de/,,
uai-2027,UAI,Conference on Uncertainty in Artificial Intelligence,PMLR,Other,Academic conference,Machine Learning,AI & machine learning,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-02-15,,,2027-02-15,Paper,See source,projected,Historical cadence projection,https://www.auai.org/,,
ccgrid-posters-2027-27th,CCGrid Posters,IEEE CCGrid 2027 Posters,IEEE,IEEE,Academic conference,Cluster|cloud|HPC,Systems & cloud,"Denton (Dallas-Fort Worth), TX, USA",In person,2027 (27th),"IEEE Xplore, Scopus, DBLP, EI",2027-05-24,2027-05-27,,2027-02-15,2027-03-08,2027-03-16,2027-02-15,Paper,See source,verified,Primary venue page,https://hpcclab.org/?page_id=1869,,
rustconf-2027,RustConf,RustConf,Rust Foundation,Other,Open-source meetup,Rust|Systems,Systems & cloud|Programming languages|Open source & community,TBA,TBA,2027,,,,,2027-02-15,,,2027-02-15,Paper,See source,projected,Historical cadence projection,https://rustconf.com/,,
data-2027,DATA,"International Conference on Data Science, Technology and Applications (SCITEPRESS)",SCITEPRESS,SCITEPRESS,Academic conference,Data Engineering,Data & databases,"Rome, Italy",In person,2027,"Scopus, DBLP",2027-07-19,2027-07-21,,2027-02-16,2027-04-09,2027-04-21,2027-02-16,Paper,See source,verified,Primary venue page,https://data.scitevents.org/callforpapers.aspx,,
delta-delta-2027-8th,DeLTA,International Conference on Deep Learning Theory and Applications,SCITEPRESS (selected papers in Springer CCIS),Springer,Academic conference,Machine learning,AI & machine learning,"Rome, Italy",In person,DeLTA 2027 (8th),"Scopus, DBLP, EI, WoS CPCI, Google Scholar (submitted for indexing)",2027-07-19,2027-07-20,,2027-02-16,2027-04-09,2027-04-21,2027-02-16,Paper,See source,verified,Primary venue page,https://delta.scitevents.org/ImportantDates.aspx,,
secrypt-secrypt-2027-24th,SECRYPT,International Conference on Security and Cryptography,SCITEPRESS,SCITEPRESS,Academic conference,Security|privacy,Security & privacy,"Rome, Italy",In person,SECRYPT 2027 (24th),"Scopus, DBLP, EI, WoS CPCI, Google Scholar (submitted for indexing)",2027-07-20,2027-07-22,,2027-02-16,2027-04-09,2027-04-21,2027-02-16,Paper,See source,verified,Primary venue page,https://secrypt.scitevents.org/ImportantDates.aspx,,
icsoft-2027,ICSOFT,International Conference on Software Technologies,SCITEPRESS,SCITEPRESS,Academic conference,Software Engineering,Software engineering,"Rome, Italy",In person,2027,"Scopus, DBLP",2027-07-19,2027-07-21,,2027-02-16,2027-04-09,,2027-02-16,Paper,AoE,verified,Primary venue page,https://icsoft.scitevents.org/ImportantDates.aspx,,
traig-traig-2027-1st,TRAIG,"International Conference on Trustworthy, Responsible AI and Governance",SCITEPRESS,SCITEPRESS,Academic conference,AI governance|compliance,AI & machine learning,"Rome, Italy",In person,TRAIG 2027 (1st),"Scopus, DBLP, EI, WoS CPCI, Google Scholar (submitted for indexing)",2027-07-20,2027-07-21,,2027-02-16,2027-04-09,2027-04-21,2027-02-16,Paper,See source,verified,Primary venue page,https://traig.scitevents.org/ImportantDates.aspx,,
soups-soups-2027-23rd,SOUPS,Symposium on Usable Privacy and Security,USENIX,USENIX,Academic conference,Usable privacy|security,Security & privacy,"Denver, CO, USA",In person,SOUPS 2027 (23rd),"DBLP, Scopus",2027-08-08,2027-08-10,,2027-02-18,,,2027-02-18,Paper,See source,projected,Historical cadence projection,https://www.usenix.org/conference/soups2027,,
awe-usa-2027,AWE USA,Augmented World Expo USA 2027,AWE (AugmentedReality.org),Other,Industry conference,XR|spatial computing,"Graphics, vision & XR","Long Beach, CA, USA",In person,2027,,2027-06-14,2027-06-17,,2027-02-22,2027-03-18,,2027-02-22,Paper,See source,verified,Primary venue page,https://events.awexr.com/usa-2027/cfs/12121821,,
cais-2027,CAIS,ACM Conference on AI and Agentic Systems,ACM,ACM,Academic conference,Agentic AI Systems,Systems & cloud|AI & machine learning,TBA,TBA,2027,ACM DL,,,,2027-02-26,,,2027-02-26,Paper,See source,projected,Historical cadence projection,https://www.caisconf.org/,,
fms-2027,FMS,FMS: the Future of Memory and Storage,FMS,Other,Industry conference,Memory|Storage,Systems & cloud|Architecture & hardware,"Santa Clara, CA, USA",In person,2027,,,,,2027-02-26,,,2027-02-26,Paper,See source,projected,Historical cadence projection,https://futurememorystorage.com/speakers/call-for-presentations,,
icsme-2027,ICSME,IEEE International Conference on Software Maintenance and Evolution,IEEE,IEEE,Academic conference,Software Engineering,Software engineering,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,2027-02-26,2027-03-05,,,2027-02-26,Abstract,See source,projected,Historical cadence projection,https://conf.researchr.org/series/icsme,,
ai-engineer-2027,AI Engineer,AI Engineer World's Fair,Latent Space,Other,Industry conference,AI Engineering,AI & machine learning,"San Francisco, CA, USA",In person,2027,,2027-06-29,2027-07-02,,2027-02-28,,,2027-02-28,Paper,See source,projected,Historical cadence projection,https://www.ai.engineer/worldsfair/2027,,
cgi-cgi-2027-44th,CGI,Computer Graphics International (CGI-AI 2027),Springer (The Visual Computer journal track; LNCS track),Springer,Academic conference,Computer graphics|visualization|XR,"AI & machine learning|Graphics, vision & XR","Cairns, Australia",In person,CGI 2027 (44th),"Scopus, DBLP",2027-07-05,2027-07-09,,2027-02-28,,,2027-02-28,Paper,See source,verified,Primary venue page,https://www.cgs-network.org/cgi27/,,
ieee-cloud-2027,IEEE CLOUD,IEEE International Conference on Cloud Computing,IEEE,IEEE,Academic conference,Cloud,Systems & cloud,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,,2027-03-01,,,2027-03-01,Paper,See source,projected,Historical cadence projection,https://conferences.computer.org/cloud/,,
icws-2027,ICWS,IEEE International Conference on Web Services,IEEE,IEEE,Academic conference,Services,Other,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,,2027-03-01,,,2027-03-01,Paper,See source,projected,Historical cadence projection,https://conferences.computer.org/icws/,,
ssdbm-2027,SSDBM,International Conference on Scientific and Statistical Database Management,ACM,ACM,Academic conference,Databases,Data & databases,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-03-01,,,2027-03-01,Paper,See source,projected,Historical cadence projection,https://ssdbm.org/,,
pulsar-summit-2027,Pulsar Summit,Pulsar Summit,StreamNative,Other,Summit,Streaming,Data & databases,TBA,TBA,2027,,,,,2027-03-01,,,2027-03-01,Paper,See source,projected,Historical cadence projection,https://pulsar-summit.org/,,
icdt-2028,ICDT,International Conference on Database Theory (with EDBT),LIPIcs,Other,Academic conference,Database Theory,Data & databases,TBA,TBA,2028,"Scopus, DBLP, Scholar",,,2027-03-02,2027-03-09,,,2027-03-02,Abstract,AoE,projected,Historical cadence projection,https://databasetheory.org/node/154,,
ecml-pkdd-2027,ECML-PKDD,European Conference on Machine Learning and Knowledge Discovery in Databases,Springer,Springer,Academic conference,ML|Data Mining,Data & databases|AI & machine learning,"Eindhoven, Netherlands",In person,2027,"Scopus, DBLP, Scholar",2027-09-20,2027-09-24,2027-03-04,2027-03-11,,,2027-03-04,Abstract,See source,projected,Historical cadence projection,https://ecmlpkdd.org/2027/,,
euro-par-2027,Euro-Par,European Conference on Parallel and Distributed Computing,Springer,Springer,Academic conference,Parallel Computing,Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,2027-03-05,2027-03-12,,,2027-03-05,Abstract,See source,projected,Historical cadence projection,https://www.euro-par.org/,,
iccv-2027,ICCV,IEEE/CVF International Conference on Computer Vision,IEEE/CVF,IEEE,Academic conference,Computer Vision,"AI & machine learning|Graphics, vision & XR",Hong Kong,In person,2027,"Scopus, IEEE Xplore, Scholar",2027-10-02,2027-10-08,,2027-03-05,,,2027-03-05,Paper,See source,projected,Historical cadence projection,https://iccv.thecvf.com/,,
devconf-cz-2027,DevConf.CZ,DevConf.CZ 2027,Red Hat (community),Other,Open-source meetup,Open source developer conference,Open source & community,"Brno, Czechia",In person,2027,,,,,2027-03-07,,,2027-03-07,Paper,See source,projected,Historical cadence projection,https://www.devconf.info/cz/,,
icagents-2027-1st,ICAgentS,"IEEE International Conference on Agentic Services (new, in IEEE SERVICES 2027)",IEEE,IEEE,Academic conference,Agentic AI systems|services,Systems & cloud|AI & machine learning,"Abu Dhabi, UAE",In person,2027 (1st),"IEEE Xplore, Scopus, DBLP, EI",2027-07-05,,,2027-03-08,,,2027-03-08,Paper,See source,projected,Historical cadence projection,https://www.computer.org/conferences/calendar,,
ismar-2027,ISMAR,IEEE International Symposium on Mixed and Augmented Reality,IEEE,IEEE,Academic conference,XR,"Graphics, vision & XR",TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,2027-03-09,2027-03-16,,,2027-03-09,Abstract,See source,projected,Historical cadence projection,https://www.ieeeismar.net/,,
airflow-summit-2027,Airflow Summit,Airflow Summit,Airflow community,Other,Summit,Data Engineering,Data & databases,TBA,TBA,2027,,,,,2027-03-12,,,2027-03-12,Paper,See source,projected,Historical cadence projection,https://airflowsummit.org/,,
adbis-2027,ADBIS,European Conference on Advances in Databases and Information Systems,Springer,Springer,Academic conference,Databases,Data & databases|Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-03-15,,,2027-03-15,Paper,See source,projected,Historical cadence projection,https://www.adbis.eu/,,
dexa-38th-2027,DEXA,International Conference on Database and Expert Systems Applications,Springer LNCS,Springer,Academic conference,Databases|information systems,Data & databases|Systems & cloud,TBA,TBA,"38th, 2027",Scopus/DBLP/EI,,,,2027-03-15,,,2027-03-15,Paper,See source,projected,Historical cadence projection,https://www.dexa.org/2026/dexa2026.html,,
damon-2027,DaMoN,International Workshop on Data Management on New Hardware (with SIGMOD),ACM,ACM,Academic conference,Databases|Hardware,Data & databases|Architecture & hardware,"With SIGMOD, Huntington Beach, CA, USA",In person,2027,"DBLP, Scholar",,,,2027-03-15,,,2027-03-15,Paper,See source,projected,Historical cadence projection,https://damon-db.org/,,
deem-2027,DEEM,Workshop on Data Management for End-to-End Machine Learning (with SIGMOD),ACM,ACM,Academic conference,ML Systems,Data & databases|Systems & cloud|AI & machine learning,"With SIGMOD, Huntington Beach, CA, USA",In person,2027,"DBLP, Scholar",,,,2027-03-15,,,2027-03-15,Paper,See source,projected,Historical cadence projection,https://deem-workshop.org/,,
fast-2028,FAST,USENIX Conference on File and Storage Technologies,USENIX,USENIX,Academic conference,Storage,Systems & cloud,"Seattle, WA, USA",In person,2028,"Scopus, DBLP, Scholar",2028-02-28,2028-03-01,,2027-03-16,,,2027-03-16,Paper,AoE,projected,Historical cadence projection,https://www.usenix.org/conferences,,
lakehouse-day-eu-2027,Lakehouse Day EU,Lakehouse Day Europe,ASF,Other,Industry conference,Lakehouse,Data & databases,TBA,TBA,2027,,,,,2027-03-20,,,2027-03-20,Paper,See source,projected,Historical cadence projection,https://www.lakehouseday.eu/,,
ieee-vis-2027,IEEE VIS,IEEE Visualization and Visual Analytics Conference,IEEE,IEEE,Academic conference,Visualization,"Data & databases|Graphics, vision & XR",TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,2027-03-21,2027-03-31,,,2027-03-21,Abstract,See source,projected,Historical cadence projection,https://ieeevis.org/,,
acm-mm-2027,ACM MM,ACM International Conference on Multimedia,ACM,ACM,Academic conference,Multimedia,"Graphics, vision & XR",TBA,TBA,2027,"Scopus, DBLP, Scholar",,,2027-03-24,2027-03-31,,,2027-03-24,Abstract,See source,projected,Historical cadence projection,https://acmmm.org/,,
colm-2027,COLM,Conference on Language Modeling,COLM,Other,Academic conference,LLM,AI & machine learning,TBA,TBA,2027,"DBLP, Scholar",,,,2027-03-25,,,2027-03-25,Paper,See source,projected,Historical cadence projection,https://colmweb.org/,,
micro-2027,MICRO,IEEE/ACM International Symposium on Microarchitecture,IEEE/ACM,IEEE / ACM,Academic conference,Computer Architecture,Architecture & hardware,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,2027-03-25,2027-04-01,,,2027-03-25,Abstract,See source,projected,Historical cadence projection,https://www.microarch.org/,,
ase-2027,ASE,IEEE/ACM International Conference on Automated Software Engineering,IEEE/ACM,IEEE / ACM,Academic conference,Software Engineering,Software engineering,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,,2027-03-26,,,2027-03-26,Paper,See source,announced,Published via a secondary index,https://conf.researchr.org/series/ase,,
hot-chips-2027,Hot Chips,IEEE Hot Chips Symposium,IEEE TCMM,IEEE,Industry conference,Processors|AI Hardware,AI & machine learning|Architecture & hardware,"Stanford, CA, USA",In person,2027,,,,,2027-03-27,,,2027-03-27,Paper,See source,projected,Historical cadence projection,https://hotchips.org/call_for_contrib/,,
kubecon-japan-2027,KubeCon Japan,KubeCon + CloudNativeCon Japan,Linux Fdn/CNCF,Other,Open-source meetup,Cloud Native,Systems & cloud|Open source & community,Japan (TBA),In person,2027,,,,,2027-03-29,,,2027-03-29,Paper,See source,projected,Historical cadence projection,https://events.linuxfoundation.org/kubecon-cloudnativecon-japan/,,
moda-2027,MODA,"International Workshop on Monitoring and Operational Data Analytics (MODA27, at ISC 2027)",Springer LNCS (ISC workshops),Springer,Academic conference,HPC monitoring|telemetry,Data & databases|Systems & cloud,"Hamburg, Germany",In person,2027,Scopus/DBLP,2027-06-11,2027-06-11,,2027-03-30,,,2027-03-30,Paper,See source,projected,Historical cadence projection,https://moda.dmi.unibas.ch/,,
ai-infra-summit-2027,AI Infra Summit,AI Infra Summit,Kisaco,Other,Summit,AI Infrastructure,AI & machine learning,"Santa Clara, CA, USA",In person,2027,,,,,2027-03-31,,,2027-03-31,Paper,See source,projected,Historical cadence projection,https://www.aiinfrasummit.com/,,
all-things-open-2027,All Things Open,All Things Open,ATO,Other,Open-source meetup,Open Source,Open source & community,"Raleigh, NC, USA",In person,2027,,,,,2027-03-31,,,2027-03-31,Paper,See source,projected,Historical cadence projection,https://allthingsopen.org/call-for-papers,,
big-data-ldn-2027,Big Data LDN,Big Data London,Big Data LDN,Other,Industry conference,Data Platform,Data & databases,"London, UK",In person,2027,,,,,2027-03-31,,,2027-03-31,Paper,See source,projected,Historical cadence projection,https://bigdataldn.com/,,
dbt-summit-2027,dbt Summit,dbt Summit (formerly Coalesce),dbt Labs,Other,Summit,Analytics Engineering,Data & databases,TBA,TBA,2027,,,,,2027-03-31,,,2027-03-31,Paper,See source,projected,Historical cadence projection,https://www.getdbt.com/coalesce,,
msst-2027,MSST,International Conference on Massive Storage Systems and Technology,IEEE,IEEE,Academic conference,Storage,Systems & cloud,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",2027-05-17,2027-05-21,,2027-03-31,,,2027-03-31,Paper,See source,projected,Historical cadence projection,https://msstconference.org/,,
jotb-2027,JOTB,J On The Beach 2027,Yay-Yay Events,Other,Industry conference,Big data|distributed systems,Data & databases|Systems & cloud,"Torremolinos (Malaga), Spain",In person,2027,,,,,2027-03-31,,,2027-03-31,Paper,See source,projected,Historical cadence projection,https://www.jonthebeach.com/,,
sc-2027,SC,"International Conference for High Performance Computing, Networking, Storage and Analysis",IEEE/ACM,IEEE / ACM,Academic conference,HPC,Systems & cloud|Networking,"Denver, CO, USA",In person,2027,"Scopus, IEEE Xplore, Scholar",2027-11-14,2027-11-19,,2027-04-01,,,2027-04-01,Paper,See source,projected,Historical cadence projection,https://sc27.supercomputing.org/,,
dawak-2027,DaWaK,International Conference on Big Data Analytics and Knowledge Discovery,Springer,Springer,Academic conference,Data Warehousing,Data & databases,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-04-01,,,2027-04-01,Paper,See source,projected,Historical cadence projection,https://www.dexa.org/,,
recsys-2027,RecSys,ACM Conference on Recommender Systems,ACM,ACM,Academic conference,Information Retrieval,Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,2027-04-06,2027-04-13,,,2027-04-06,Abstract,See source,projected,Historical cadence projection,https://recsys.acm.org/,,
issre-2027,ISSRE,IEEE International Symposium on Software Reliability Engineering,IEEE,IEEE,Academic conference,Software Reliability,Other,TBA,TBA,2027,"Scopus, IEEE Xplore, Scholar",,,2027-04-09,2027-04-16,,,2027-04-09,Abstract,See source,projected,Historical cadence projection,https://issre.github.io/,,
sdm-2027,SDM,SIAM International Conference on Data Mining,SIAM,Other,Academic conference,Data Mining,Data & databases,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-04-10,,,2027-04-10,Paper,See source,projected,Historical cadence projection,https://www.siam.org/conferences/,,
asplos-2028,ASPLOS,ACM International Conference on Architectural Support for Programming Languages and Operating Systems,ACM,ACM,Academic conference,Systems|Architecture,Systems & cloud|Architecture & hardware|Programming languages,TBA,TBA,2028,"Scopus, DBLP, Scholar",,,,2027-04-15,,,2027-04-15,Paper,AoE,projected,Historical cadence projection,https://www.asplos-conference.org/asplos2027/cfp/,,
sosp-2027,SOSP,ACM Symposium on Operating Systems Principles,ACM,ACM,Academic conference,Systems,Systems & cloud,TBA,TBA,2027,"Scopus, DBLP, Scholar",,,,2027-04-15,,,2027-04-15,Paper,See source,projected,Historical cadence projection,https://sosp.org/,,
re-invent-2027,re:Invent,AWS re:Invent,AWS,Other,Industry conference,Cloud,Systems & cloud,"Las Vegas, NV, USA",In person,2027,,,,,2027-04-15,,,2027-04-15,Paper,See source,projected,Historical cadence projection,https://reinvent.awsevents.com/,,
coc-2027,COC,Community Over Code (ASF),ASF,Other,Open-source meetup,Open Source,Open source & community,TBA,TBA,2027,,,,,2027-04-15,,,2027-04-15,Paper,See source,projected,Historical cadence projection,https://communityovercode.org/,,
kubecon-na-2027,KubeCon NA,KubeCon + CloudNativeCon North America,Linux Fdn/CNCF,Other,Open-source meetup,Cloud Native,Systems & cloud|Open source & community,TBA,TBA,2027,,,,,2027-04-15,,,2027-04-15,Paper,See source,projected,Historical cadence projection,https://events.linuxfoundation.org/,,
nsdi-2028,NSDI,USENIX Symposium on Networked Systems Design and Implementation,USENIX,USENIX,Academic conference,Networked Systems,Systems & cloud,"Santa Clara, CA, USA",In person,2028,"Scopus, DBLP, Scholar",2028-05-09,2028-05-11,2027-04-16,2027-04-23,,,2027-04-16,Abstract,EDT,projected,Historical cadence projection,https://www.usenix.org/conference/nsdi27/call-for-papers,,
rustlab-2027,RustLab,RustLab,Develer,Other,Open-source meetup,Rust|Systems,Systems & cloud|Programming languages|Open source & community,Italy,In person,2027,,,,,2027-04-20,,,2027-04-20,Paper,See source,projected,Historical cadence projection,https://rustlab.it/,,
